# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	h_solver                	h_initial               	h_final                 	h_iters                 	h_converged             	nuTilda_solver          	nuTilda_initial         	nuTilda_final           	nuTilda_iters           	nuTilda_converged       	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
42                      	DILUPBiCGStab	3.1758407376961052e-05	1.8628296959968521e-07	1	4.1115081764025692e-04	2.6155398531142400e-06	1	1.2642335269465019e-05	6.6636637528440810e-08	2	false	DILUPBiCGStab	3.1864184954343971e-04	2.1150639109705732e-06	1	true	DILUPBiCGStab	6.2853576276074863e-05	2.9132331161230210e-07	2	true	GAMG	3.9449480364666242e-03	2.9696956516057310e-05	9	true
43                      	DILUPBiCGStab	2.1713895624813540e-05	1.9173384392819239e-07	1	4.2713462965314919e-04	2.5937661437418490e-06	1	1.2723781171352620e-05	5.6224590149962648e-08	2	false	DILUPBiCGStab	3.1037382379697792e-04	2.1210683779335060e-06	1	true	DILUPBiCGStab	6.1258585972229562e-05	2.9058675118285628e-07	2	true	GAMG	3.6872084704034371e-03	2.0585050367866179e-05	9	true
44                      	DILUPBiCGStab	2.2852382128430519e-05	7.0391954463811093e-08	2	4.3407612472577998e-04	2.7535262249546428e-06	1	1.2545776615575420e-05	4.9131967828161998e-08	2	false	DILUPBiCGStab	2.9869243275187392e-04	2.1448740980664038e-06	1	true	DILUPBiCGStab	5.9833260831741901e-05	2.7840115340629529e-07	2	true	GAMG	3.3108037969164150e-03	1.7919337573895861e-05	9	true
45                      	DILUPBiCGStab	3.1261107369617752e-05	2.3934764103471501e-07	1	4.2250633332871430e-04	2.8769519360300890e-06	1	1.2146039519297919e-05	4.3555079266900112e-08	2	false	DILUPBiCGStab	2.8447709332971759e-04	2.1613260807797880e-06	1	true	DILUPBiCGStab	5.8534553811540842e-05	2.5297700628509310e-07	2	true	GAMG	3.0353341560147400e-03	2.6747410150355482e-05	8	true
46                      	DILUPBiCGStab	3.1287174498252220e-05	1.9156223718339520e-07	1	3.9868045426339529e-04	2.8229591215040890e-06	1	1.1615480093447090e-05	1.1360026010603849e-07	1	false	DILUPBiCGStab	2.6960723253384152e-04	2.1838399615186850e-06	1	true	DILUPBiCGStab	5.7361915078396340e-05	2.2017692771788980e-07	2	true	GAMG	2.8276401086734151e-03	2.1507871980922319e-05	8	true
47                      	DILUPBiCGStab	2.5688702903308389e-05	1.4356985736131510e-07	1	3.7645906720439591e-04	2.5912165212992770e-06	1	1.1093010035156180e-05	1.0521858790437810e-07	1	false	DILUPBiCGStab	2.5618486496715352e-04	2.1940987523758950e-06	1	true	DILUPBiCGStab	5.6293080926586638e-05	1.7986226316789760e-07	2	true	GAMG	2.6670598511823441e-03	1.6392344910624501e-05	9	true
48                      	DILUPBiCGStab	1.9753265648656629e-05	1.4612039542976209e-07	1	3.6658023150441062e-04	2.3707942360462172e-06	1	1.0735125727808151e-05	9.7961261041261443e-08	1	false	DILUPBiCGStab	2.4544153003284731e-04	2.1812935924691570e-06	1	true	DILUPBiCGStab	5.5331522407131798e-05	1.3916504334170221e-07	2	true	GAMG	2.6946772219113161e-03	1.1985732502939591e-05	9	true
49                      	DILUPBiCGStab	2.0189758624704159e-05	1.6243162918104081e-07	1	3.6694594737740968e-04	2.3010780395261120e-06	1	1.0611882732461429e-05	9.2822773636077678e-08	1	false	DILUPBiCGStab	2.3849496703589801e-04	2.1445645335666351e-06	1	true	DILUPBiCGStab	5.4458898144490542e-05	1.0263426029595080e-07	2	true	GAMG	2.6576125959588458e-03	1.2079805047248090e-05	9	true
50                      	DILUPBiCGStab	2.5822493056724170e-05	1.6634529656998770e-07	1	3.7195898272597138e-04	2.3580166057932969e-06	1	1.0660580834233571e-05	8.9255007391215851e-08	1	false	DILUPBiCGStab	2.3380374700546010e-04	2.0791118352229839e-06	1	true	DILUPBiCGStab	5.3671952384344540e-05	7.4187632331611788e-08	2	true	GAMG	2.5350347794047680e-03	2.2894799727608339e-05	8	true
51                      	DILUPBiCGStab	2.5640168724640089e-05	1.3572575790142210e-07	1	3.7699076801397193e-04	2.4136102921756078e-06	1	1.0754566658073391e-05	8.6370192937968386e-08	1	false	DILUPBiCGStab	2.3249224357626080e-04	1.9927600009577998e-06	1	true	DILUPBiCGStab	5.2944333744802431e-05	5.4165711410490041e-08	2	true	GAMG	2.3105987336182552e-03	1.3598811976543190e-05	8	true
